filename,tags
Division2.4_VelocityConsulting_24h_Slide_7_52d1f933.png,"Framework_Structure, Strategic_Text"
Division2.4_VelocityConsulting_24h_Slide_8_52d1f933.png,"Strategic_Text, Framework_Structure"
Division2.4_VelocityConsulting_24h_Slide_9_52d1f933.png,"Framework_Structure, Strategic_Text"
HKUST 2023_Slide_10_bfabe88b.png,"Graphics_Visuals, Process_Flow"
HKUST 2023_Slide_11_bfabe88b.png,"Graphics_Visuals, Framework_Structure"
HKUST 2023_Slide_12_bfabe88b.png,"Process_Flow, Graphics_Visuals"
HKUST 2023_Slide_13_bfabe88b.png,"Graphics_Visuals, Process_Flow"
HKUST 2023_Slide_14_bfabe88b.png,Title_Transition
HKUST 2023_Slide_15_bfabe88b.png,"Framework_Structure, Strategic_Text"
HKUST 2023_Slide_16_bfabe88b.png,"Framework_Structure, Graphics_Visuals, Strategic_Text"
HKUST 2023_Slide_17_bfabe88b.png,"Framework_Structure, Strategic_Text"
HKUST 2023_Slide_18_bfabe88b.png,Title_Transition
HKUST 2023_Slide_19_bfabe88b.png,Process_Flow
HKUST 2023_Slide_1_bfabe88b.png,Title_Transition
HKUST 2023_Slide_20_bfabe88b.png,Data_Chart
HKUST 2023_Slide_21_bfabe88b.png,Data_Chart
HKUST 2023_Slide_22_bfabe88b.png,Appendix_Reference
HKUST 2023_Slide_23_bfabe88b.png,"Framework_Structure, Graphics_Visuals"
HKUST 2023_Slide_24_bfabe88b.png,Appendix_Reference
HKUST 2023_Slide_25_bfabe88b.png,Appendix_Reference
HKUST 2023_Slide_26_bfabe88b.png,Appendix_Reference
HKUST 2023_Slide_27_bfabe88b.png,Appendix_Reference
HKUST 2023_Slide_28_bfabe88b.png,Appendix_Reference
HKUST 2023_Slide_2_bfabe88b.png,"Strategic_Text, Framework_Structure"
HKUST 2023_Slide_3_bfabe88b.png,"Framework_Structure, Strategic_Text"
HKUST 2023_Slide_4_bfabe88b.png,Strategic_Text
HKUST 2023_Slide_5_bfabe88b.png,"Framework_Structure, Strategic_Text"
HKUST 2023_Slide_6_bfabe88b.png,Title_Transition
HKUST 2023_Slide_7_bfabe88b.png,Title_Transition
HKUST 2023_Slide_8_bfabe88b.png,"Strategic_Text, Framework_Structure"
HKUST 2023_Slide_9_bfabe88b.png,"Framework_Structure, Strategic_Text"
MCT_AUBCC_12hr_Slide_10_9e00289b.png,"Process_Flow, Strategic_Text"
MCT_AUBCC_12hr_Slide_11_9e00289b.png,"Process_Flow, Strategic_Text"
MCT_AUBCC_12hr_Slide_12_9e00289b.png,"Framework_Structure, Graphics_Visuals, Strategic_Text"
MCT_AUBCC_12hr_Slide_13_9e00289b.png,"Graphics_Visuals, Strategic_Text"
MCT_AUBCC_12hr_Slide_14_9e00289b.png,"Framework_Structure, Process_Flow, Strategic_Text"
MCT_AUBCC_12hr_Slide_15_9e00289b.png,"Framework_Structure, Process_Flow, Strategic_Text"
MCT_AUBCC_12hr_Slide_16_9e00289b.png,"Framework_Structure, Strategic_Text"
MCT_AUBCC_12hr_Slide_17_9e00289b.png,"Framework_Structure, Strategic_Text"
MCT_AUBCC_12hr_Slide_18_9e00289b.png,"Framework_Structure, Strategic_Text"
MCT_AUBCC_12hr_Slide_19_9e00289b.png,"Framework_Structure, Strategic_Text"
MCT_AUBCC_12hr_Slide_1_9e00289b.png,Title_Transition
MCT_AUBCC_12hr_Slide_20_9e00289b.png,Title_Transition
MCT_AUBCC_12hr_Slide_21_9e00289b.png,Framework_Structure
MCT_AUBCC_12hr_Slide_22_9e00289b.png,Data_Chart
MCT_AUBCC_12hr_Slide_23_9e00289b.png,Data_Chart
MCT_AUBCC_12hr_Slide_24_9e00289b.png,Process_Flow
MCT_AUBCC_12hr_Slide_25_9e00289b.png,Appendix_Reference
MCT_AUBCC_12hr_Slide_26_9e00289b.png,Framework_Structure
MCT_AUBCC_12hr_Slide_27_9e00289b.png,"Framework_Structure, Strategic_Text"
MCT_AUBCC_12hr_Slide_28_9e00289b.png,"Graphics_Visuals, Process_Flow"
MCT_AUBCC_12hr_Slide_29_9e00289b.png,Graphics_Visuals
MCT_AUBCC_12hr_Slide_2_9e00289b.png,"Strategic_Text, Framework_Structure"
MCT_AUBCC_12hr_Slide_3_9e00289b.png,"Strategic_Text, Graphics_Visuals"
MCT_AUBCC_12hr_Slide_4_9e00289b.png,"Strategic_Text, Framework_Structure"
MCT_AUBCC_12hr_Slide_5_9e00289b.png,Strategic_Text
MCT_AUBCC_12hr_Slide_6_9e00289b.png,"Framework_Structure, Strategic_Text"
MCT_AUBCC_12hr_Slide_7_9e00289b.png,"Data_Chart, Framework_Structure, Graphics_Visuals"
MCT_AUBCC_12hr_Slide_8_9e00289b.png,"Process_Flow, Strategic_Text"
MCT_AUBCC_12hr_Slide_9_9e00289b.png,Title_Transition
Navitasoft_Budapest 24 hr case FInal_Slide_10_07a5cc47.png,"Title_Transition, Graphics_Visuals"
Navitasoft_Budapest 24 hr case FInal_Slide_11_07a5cc47.png,"Framework_Structure, Strategic_Text"
Navitasoft_Budapest 24 hr case FInal_Slide_12_07a5cc47.png,"Process_Flow, Strategic_Text"
Navitasoft_Budapest 24 hr case FInal_Slide_13_07a5cc47.png,Graphics_Visuals
Navitasoft_Budapest 24 hr case FInal_Slide_14_07a5cc47.png,"Graphics_Visuals, Process_Flow"
Navitasoft_Budapest 24 hr case FInal_Slide_15_07a5cc47.png,"Framework_Structure, Graphics_Visuals, Strategic_Text"
Navitasoft_Budapest 24 hr case FInal_Slide_16_07a5cc47.png,"Framework_Structure, Graphics_Visuals"
Navitasoft_Budapest 24 hr case FInal_Slide_17_07a5cc47.png,"Framework_Structure, Strategic_Text"
Navitasoft_Budapest 24 hr case FInal_Slide_18_07a5cc47.png,Framework_Structure
Navitasoft_Budapest 24 hr case FInal_Slide_19_07a5cc47.png,Framework_Structure
Navitasoft_Budapest 24 hr case FInal_Slide_1_07a5cc47.png,Title_Transition
Navitasoft_Budapest 24 hr case FInal_Slide_20_07a5cc47.png,Data_Chart
Navitasoft_Budapest 24 hr case FInal_Slide_21_07a5cc47.png,Process_Flow
Navitasoft_Budapest 24 hr case FInal_Slide_22_07a5cc47.png,"Graphics_Visuals, Process_Flow"
Navitasoft_Budapest 24 hr case FInal_Slide_23_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_24_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_25_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_26_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_27_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_28_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_29_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_2_07a5cc47.png,Title_Transition
Navitasoft_Budapest 24 hr case FInal_Slide_30_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_31_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_32_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_33_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_34_07a5cc47.png,Appendix_Reference
Navitasoft_Budapest 24 hr case FInal_Slide_35_07a5cc47.png,Framework_Structure
Navitasoft_Budapest 24 hr case FInal_Slide_3_07a5cc47.png,"Strategic_Text, Framework_Structure"
Navitasoft_Budapest 24 hr case FInal_Slide_4_07a5cc47.png,"Strategic_Text, Framework_Structure"
Navitasoft_Budapest 24 hr case FInal_Slide_5_07a5cc47.png,"Framework_Structure, Strategic_Text"
Navitasoft_Budapest 24 hr case FInal_Slide_6_07a5cc47.png,"Framework_Structure, Strategic_Text"
Navitasoft_Budapest 24 hr case FInal_Slide_7_07a5cc47.png,Framework_Structure
Navitasoft_Budapest 24 hr case FInal_Slide_8_07a5cc47.png,"Framework_Structure, Strategic_Text"
Navitasoft_Budapest 24 hr case FInal_Slide_9_07a5cc47.png,"Process_Flow, Strategic_Text"
TUBC Competition Presentation_Slide_10_f987ff7f.png,Strategic_Text
TUBC Competition Presentation_Slide_11_f987ff7f.png,"Framework_Structure, Strategic_Text"
TUBC Competition Presentation_Slide_12_f987ff7f.png,"Framework_Structure, Graphics_Visuals, Strategic_Text"
TUBC Competition Presentation_Slide_13_f987ff7f.png,"Framework_Structure, Strategic_Text"
TUBC Competition Presentation_Slide_14_f987ff7f.png,"Framework_Structure, Process_Flow"
TUBC Competition Presentation_Slide_15_f987ff7f.png,"Process_Flow, Strategic_Text"
TUBC Competition Presentation_Slide_16_f987ff7f.png,"Framework_Structure, Graphics_Visuals"
TUBC Competition Presentation_Slide_17_f987ff7f.png,"Framework_Structure, Graphics_Visuals"
TUBC Competition Presentation_Slide_18_f987ff7f.png,"Framework_Structure, Strategic_Text"
TUBC Competition Presentation_Slide_19_f987ff7f.png,"Framework_Structure, Graphics_Visuals"
TUBC Competition Presentation_Slide_1_f987ff7f.png,Title_Transition
TUBC Competition Presentation_Slide_20_f987ff7f.png,"Framework_Structure, Strategic_Text"
TUBC Competition Presentation_Slide_21_f987ff7f.png,"Framework_Structure, Strategic_Text"
TUBC Competition Presentation_Slide_22_f987ff7f.png,Title_Transition
TUBC Competition Presentation_Slide_23_f987ff7f.png,Framework_Structure
TUBC Competition Presentation_Slide_24_f987ff7f.png,Data_Chart
TUBC Competition Presentation_Slide_25_f987ff7f.png,Data_Chart
TUBC Competition Presentation_Slide_26_f987ff7f.png,Process_Flow
TUBC Competition Presentation_Slide_27_f987ff7f.png,"Framework_Structure, Graphics_Visuals"
TUBC Competition Presentation_Slide_28_f987ff7f.png,Framework_Structure
TUBC Competition Presentation_Slide_29_f987ff7f.png,Framework_Structure
TUBC Competition Presentation_Slide_2_f987ff7f.png,"Strategic_Text, Framework_Structure"
TUBC Competition Presentation_Slide_3_f987ff7f.png,Title_Transition
TUBC Competition Presentation_Slide_4_f987ff7f.png,"Framework_Structure, Strategic_Text"
TUBC Competition Presentation_Slide_5_f987ff7f.png,"Strategic_Text, Framework_Structure"
TUBC Competition Presentation_Slide_6_f987ff7f.png,Framework_Structure
TUBC Competition Presentation_Slide_7_f987ff7f.png,"Strategic_Text, Graphics_Visuals"
TUBC Competition Presentation_Slide_8_f987ff7f.png,Graphics_Visuals
TUBC Competition Presentation_Slide_9_f987ff7f.png,"Framework_Structure, Strategic_Text"
UBC 2025 24 Hour Case_Slide_10_72683a11.png,Framework_Structure
UBC 2025 24 Hour Case_Slide_11_72683a11.png,"Framework_Structure, Strategic_Text"
UBC 2025 24 Hour Case_Slide_12_72683a11.png,"Framework_Structure, Process_Flow, Strategic_Text"
UBC 2025 24 Hour Case_Slide_13_72683a11.png,"Framework_Structure, Strategic_Text"
UBC 2025 24 Hour Case_Slide_14_72683a11.png,"Framework_Structure, Strategic_Text"
UBC 2025 24 Hour Case_Slide_15_72683a11.png,"Framework_Structure, Strategic_Text"
UBC 2025 24 Hour Case_Slide_16_72683a11.png,"Framework_Structure, Strategic_Text"
UBC 2025 24 Hour Case_Slide_17_72683a11.png,"Framework_Structure, Strategic_Text"
UBC 2025 24 Hour Case_Slide_18_72683a11.png,"Framework_Structure, Strategic_Text"
UBC 2025 24 Hour Case_Slide_19_72683a11.png,"Framework_Structure, Strategic_Text"
UBC 2025 24 Hour Case_Slide_1_72683a11.png,Title_Transition
UBC 2025 24 Hour Case_Slide_20_72683a11.png,Title_Transition
UBC 2025 24 Hour Case_Slide_21_72683a11.png,Framework_Structure
UBC 2025 24 Hour Case_Slide_22_72683a11.png,Process_Flow
UBC 2025 24 Hour Case_Slide_23_72683a11.png,Appendix_Reference
UBC 2025 24 Hour Case_Slide_24_72683a11.png,Strategic_Text
UBC 2025 24 Hour Case_Slide_25_72683a11.png,Framework_Structure
UBC 2025 24 Hour Case_Slide_26_72683a11.png,Framework_Structure
UBC 2025 24 Hour Case_Slide_27_72683a11.png,Framework_Structure
UBC 2025 24 Hour Case_Slide_28_72683a11.png,"Framework_Structure, Graphics_Visuals"
UBC 2025 24 Hour Case_Slide_29_72683a11.png,Appendix_Reference
UBC 2025 24 Hour Case_Slide_2_72683a11.png,"Strategic_Text, Framework_Structure"
UBC 2025 24 Hour Case_Slide_30_72683a11.png,Appendix_Reference
UBC 2025 24 Hour Case_Slide_31_72683a11.png,"Process_Flow, Strategic_Text"
UBC 2025 24 Hour Case_Slide_32_72683a11.png,"Process_Flow, Strategic_Text"
UBC 2025 24 Hour Case_Slide_33_72683a11.png,Appendix_Reference
UBC 2025 24 Hour Case_Slide_34_72683a11.png,Appendix_Reference
UBC 2025 24 Hour Case_Slide_35_72683a11.png,Appendix_Reference
UBC 2025 24 Hour Case_Slide_36_72683a11.png,Appendix_Reference
UBC 2025 24 Hour Case_Slide_37_72683a11.png,Appendix_Reference
UBC 2025 24 Hour Case_Slide_3_72683a11.png,"Strategic_Text, Framework_Structure"
UBC 2025 24 Hour Case_Slide_4_72683a11.png,"Graphics_Visuals, Strategic_Text"
UBC 2025 24 Hour Case_Slide_5_72683a11.png,"Framework_Structure, Graphics_Visuals"
UBC 2025 24 Hour Case_Slide_6_72683a11.png,"Process_Flow, Graphics_Visuals"
UBC 2025 24 Hour Case_Slide_7_72683a11.png,Framework_Structure
UBC 2025 24 Hour Case_Slide_8_72683a11.png,"Framework_Structure, Strategic_Text"
UBC 2025 24 Hour Case_Slide_9_72683a11.png,"Framework_Structure, Strategic_Text"
1.png,Graphics_Visuals
14664-pyramid-chart-blank.png,Graphics_Visuals
1600w-7I8BLGz2HZY.png,Graphics_Visuals
Cyclic-Process-Arrow-Diagram-Powerpoint-and-Keynote-template-jpg-webp.png,Graphics_Visuals
Fox-Bootstrap-Admin-Dashboard-Template.png,Graphics_Visuals
Hub-And-Spoke-PowerPoint-Slide.png,Graphics_Visuals
User_Feedback_Dashboard.png,Graphics_Visuals
business-cycle.png,"Graphics_Visuals, Process_Flow"
business-plan-structure.png,Graphics_Visuals
flywheel-diagram-slides-slides-flywheel-diagram-slide-infographic-template-s01062205-powerpoint-template-keynote-template-google-slides-template-infographic-template-32183784571058.png,Graphics_Visuals
images (2) 2.png,Graphics_Visuals
infographic-with-different-options-study_23-2147567979.png,Graphics_Visuals
large-56.png,Graphics_Visuals
products.png,"Graphics_Visuals, Process_Flow"
pyramid-chart-template-infographic-presentation-8-element_518018-1802.png,Graphics_Visuals
value-chain-analysis-example.png,"Graphics_Visuals, Process_Flow"
vmmnhlln49cejksbxzfx.png,Graphics_Visuals
workout-tracker-app-interface_23-2148653679.png,Graphics_Visuals
7690-01-keyhole-powerpoint-template-16x9-1-640x360.png,Graphics_Visuals
Guide-Business-model.png,Graphics_Visuals
images (2) 2 copy.png,Graphics_Visuals
yoga-class-mobile-app-screen_23-2148508722.png,Graphics_Visuals
aa1.png,Process_Flow
aa10.png,Process_Flow
aa11.png,Process_Flow
aa12.png,Process_Flow
aa13.png,Process_Flow
aa14.png,Process_Flow
aa15.png,Process_Flow
aa16.png,Process_Flow
aa17.png,Process_Flow
aa2.png,Process_Flow
aa3.png,Process_Flow
aa4.png,Process_Flow
aa5.png,Process_Flow
aa6.png,Process_Flow
aa7.png,Process_Flow
kaufland_mctryouts_Slide_10_fbf2e003.png,Framework_Structure
kaufland_mctryouts_Slide_11_fbf2e003.png,Process_Flow
kaufland_mctryouts_Slide_12_fbf2e003.png,"Framework_Structure, Strategic_Text"
kaufland_mctryouts_Slide_13_fbf2e003.png,Data_Chart
kaufland_mctryouts_Slide_14_fbf2e003.png,"Framework_Structure, Strategic_Text"
kaufland_mctryouts_Slide_15_fbf2e003.png,"Graphics_Visuals, Framework_Structure"
kaufland_mctryouts_Slide_16_fbf2e003.png,"Framework_Structure, Strategic_Text"
kaufland_mctryouts_Slide_17_fbf2e003.png,Appendix_Reference
kaufland_mctryouts_Slide_18_fbf2e003.png,Graphics_Visuals
kaufland_mctryouts_Slide_19_fbf2e003.png,Graphics_Visuals
kaufland_mctryouts_Slide_1_fbf2e003.png,Title_Transition
kaufland_mctryouts_Slide_20_fbf2e003.png,Data_Chart
kaufland_mctryouts_Slide_2_fbf2e003.png,"Framework_Structure, Strategic_Text"
kaufland_mctryouts_Slide_3_fbf2e003.png,Strategic_Text
kaufland_mctryouts_Slide_4_fbf2e003.png,"Graphics_Visuals, Framework_Structure"
kaufland_mctryouts_Slide_5_fbf2e003.png,Title_Transition
kaufland_mctryouts_Slide_6_fbf2e003.png,Process_Flow
kaufland_mctryouts_Slide_7_fbf2e003.png,"Graphics_Visuals, Strategic_Text"
kaufland_mctryouts_Slide_8_fbf2e003.png,Data_Chart
kaufland_mctryouts_Slide_9_fbf2e003.png,Process_Flow
